CustomerID,City,State,Rating,Country
id7286,arden hills,minnesota,3,United States
id7287,college station,texas,7,United States
id7288,lajolla,california,6,United States
id7289,tananger,rogaland,4,Norway
id7290,zografou,athens,6,Greece
id7291,chilliwack,british columbia,8,Canada
id7292,amsterdam,noordholland,8,Netherlands
id7293,minneapolis,minnesota,6,United States
id7294,valladolid,castilla y len,3,Spain
id7295,safat,kuwait,9,Kuwait
id7296,milano,lombardia,6,Italy
id7297,minneapolis,minnesota,2,United States
id7298,antofagasta,alabama,8,Chile
id7299,boston,massachusetts,1,United States
id7300,quit,quit,2,France
id7301,ljk,lkj,3,Slovenia
id7302,jacksonville,north carolina,1,United States
id7303,chisholm,minnesota,7,United States
id7304,lonsee,badenwuerttemberg,5,Germany
id7305,rockford,illinois,10,United States
id7306,houston,texas,4,United States
id7307,taipei,Unknown,3,"Taiwan, Province of China"
id7308,tianjin,Unknown,3,China
id7309,kalgary,alberta,3,Canada
id7310,cleveland,ohio,5,United States
id7311,rhus,Unknown,4,Denmark
id7312,aarhus,jylland,8,Denmark
id7313,tawern,rheinlandpfalz,10,Germany
id7314,karachi,pakistan,5,Pakistan
id7315,walla walla,washington,3,United States
id7316,snohomish,washington,10,United States
id7317,bologna,emilia romagna,5,Italy
id7318,calgary,alberta,1,Canada
id7319,hillsboro,oregon,3,United States
id7320,dubbo,new south wales,3,Australia
id7321,chicago,illinois,3,United States
id7322,berkshire,england,7,United Kingdom
id7323,yakima,washington,8,United States
id7324,dresden,sachsen,2,Germany
id7325,victoria,british columbia,5,Canada
id7326,gig harbor,washington,1,United States
id7327,barcelona,barcelona,6,Spain
id7328,cambridge,cambridgeshire,5,United Kingdom
id7329,seattle,washington,9,United States
id7330,gardena,california,9,United States
id7331,hallowell,maine,6,United States
id7332,tampa,florida,3,United States
id7333,ravenna,ohio,7,United States
id7334,ft collins,colorado,5,United States
id7335,tucson,arizona,2,United States
id7336,winnipeg,manitoba,3,Canada
id7337,poway,california,3,United States
id7338,lanham,maryland,10,United States
id7339,lleida,lleida,1,Spain
id7340,daly city,california,3,United States
id7341,oakland,california,6,United States
id7342,paris,paris,4,France
id7343,newport news,virginia,3,United States
id7344,walled lake,michigan,6,United States
id7345,capitola,california,7,United States
id7346,poway,california,2,United States
id7347,kailua,hawaii,7,United States
id7348,poway,california,4,United States
id7349,boston,massachusetts,10,United States
id7350,koski,uusimaa,9,Finland
id7351,getxo,yukon territory,10,Unknown
id7352,london,england,10,United Kingdom
id7353,barcelona,Unknown,2,Spain
id7354,ridderkerk,Unknown,4,Netherlands
id7355,lk,jlk,8,Unknown
id7356,rutherford,new jersey,9,United States
id7357,rhus,Unknown,1,Denmark
id7358,stockholm,stockholm,3,Sweden
id7359,kyle,saskatchewan,2,Canada
id7360,tyner,north carolina,2,United States
id7361,berlin,Unknown,5,Unknown
id7362,kbenhavn k,Unknown,7,Denmark
id7363,minneapolis,minnesota,6,United States
id7364,liaquat pur,punjab,7,Pakistan
id7365,bergen,yukon territory,5,Norway
id7366,seattle,washington,1,United States
id7367,valencia,bukidnon,6,Philippines
id7368,zrich,mittelland,1,Switzerland
id7369,parkville,missouri,3,United States
id7370,dallas,texas,5,United States
id7371,moscow,idaho,2,United States
id7372,sanghar,sindh,5,Pakistan
id7373,quezon city,Unknown,2,Philippines
id7374,buenos aires,buenos aires,5,Argentina
id7375,lake oswego,oregon,3,United States
id7376,barcelona,alberta,10,Spain
id7377,jyvskyl,Unknown,2,Finland
id7378,modena,emilia romagna,7,Italy
id7379,bilbao,vizcaya,7,Spain
id7380,mlaga,Unknown,6,Spain
id7381,minneapolis,minnesota,9,United States
id7382,tampere,pirkanmaa,9,Finland
id7383,cebu,cebu,4,Philippines
id7384,ormesson,ile de france,4,France
id7385,sokoto,niedersachsen,10,Nigeria
id7386,mesa,arizona,7,United States
id7387,leicester,england,3,United Kingdom
id7388,columbia,tennessee,6,United States
id7389,montreal,quebec,1,Canada
id7390,montreal,quebec,8,Canada
id7391,berkeley,california,6,United States
id7392,snderborg,Unknown,4,Denmark
id7393,siena,toscana,9,Italy
id7394,ankara,turkey,2,Unknown
id7395,windsor,connecticut,6,United States
id7396,madrid,Unknown,5,Spain
id7397,belo horizonte,minas gerais,4,Brazil
id7398,london,uk,3,United Kingdom
id7399,leesburg,virginia,8,United States
id7400,newcastle upon  tyne,england,3,United Kingdom
id7401,burbank,california,10,United States
id7402,springville,california,9,United States
id7403,barcelona,barcelona,7,Spain
id7404,premi de dalt,barcelona,10,Spain
id7405,thunder bay,ontario,1,Canada
id7406,uhingen,badenwuerttemberg,9,Germany
id7407,aveiro,beira litoral,8,Portugal
id7408,milano,europe,1,Italy
id7409,sofia,alberta,7,Bulgaria
id7410,culver city,california,9,United States
id7411,west point,virginia,8,United States
id7412,lenexa,kansas,6,United States
id7413,sacramento,california,3,United States
id7414,los barriles,bcs,1,Mexico
id7415,bamberg,bayern,9,Germany
id7416,vienna,vienna,1,Austria
id7417,braunschweig,niedersachsen,2,Germany
id7418,leipzig,sachsen,1,Germany
id7419,fishers,indiana,1,United States
id7420,kuala lumpur,klang,8,Malaysia
id7421,nice,california,5,United States
id7422,vancouver,british columbia,2,Canada
id7423,amarillo,texas,3,United States
id7424,fort lauderdale,florida,5,United States
id7425,kansas city,kansas,8,United States
id7426,carmichael,california,2,United States
id7427,bucuresti,Unknown,3,Romania
id7428,paris,Unknown,9,France
id7429,karaj,tehran,8,"Iran, Islamic Republic of"
id7430,charity,missouri,4,United States
id7431,nashville,tennessee,9,United States
id7432,barcelona,catalunya,2,Spain
id7433,chapmanville,west virginia,4,United States
id7434,waco,texas,4,United States
id7435,barcelona,catalunya,6,Spain
id7436,brighton,east sussex,8,United Kingdom
id7437,lonodn,calabria,4,United Kingdom
id7438,madrid,Unknown,2,Spain
id7439,jakobsberg,stockholm,4,Sweden
id7440,almada,almada,9,Portugal
id7441,wanganui,wellington region,6,New Zealand
id7442,abuja,fct abuja,2,Nigeria
id7443,st louis,missouri,9,United States
id7444,la plata,buenos aires,3,Argentina
id7445,manchester,england,1,United Kingdom
id7446,romeo,michigan,6,United States
id7447,chicago,illinois,2,United States
id7448,berlin,berlin,10,Germany
id7449,madrid,madrid,5,Spain
id7450,lahore,punjab,4,Pakistan
id7451,mountain view,california,7,United States
id7452,almada,almada,6,Portugal
id7453,york,yorkshire,7,United Kingdom
id7454,defiance,ohio,8,United States
id7455,indianapolis,indiana,3,United States
id7456,naperville,illinois,3,United States
id7457,portland,oregon,2,United States
id7458,gilbert,arizona,10,United States
id7459,warrington,pennsylvania,4,United States
id7460,downers grove,illinois,10,United States
id7461,baltimore,maryland,2,United States
id7462,grove city,pennsylvania,10,United States
id7463,canberra,australian capital territory,6,Australia
id7464,sioux city,iowa,5,United States
id7465,edmonton,alberta,1,Canada
id7466,kenilworth,england,2,United Kingdom
id7467,portland,oregon,7,United States
id7468,calgary,alberta,2,Canada
id7469,san francisco,california,10,United States
id7470,townsville,queensland,8,Australia
id7471,cleveland,ohio,8,United States
id7472,brockport,new york,7,United States
id7473,silver spring,maryland,5,United States
id7474,ridgway,pennsylvania,8,United States
id7475,kansas city,missouri,9,United States
id7476,smock,pennsylvania,10,United States
id7477,dallas,texas,4,United States
id7478,naples,florida,1,United States
id7480,sault ste marie,ontario,5,Canada
id7481,rome,lazio,3,Italy
id7482,tiburon,california,5,United States
id7483,brookfield,wisconsin,5,United States
id7484,spokane,washington,7,United States
id7485,london,Unknown,9,United Kingdom
id7486,lawrenceburg,indiana,7,United States
id7487,sweet home,oregon,9,United States
id7488,archdale,north carolina,2,United States
id7489,chevy chase,dc,6,United States
id7490,medford,new jersey,3,United States
id7491,batavia,new york,1,United States
id7492,metamora,illinois,1,United States
id7493,napoli,campania,1,Italy
id7494,bismarck,north dakota,10,United States
id7495,louisville,kentucky,8,United States
id7496,charleston,west virginia,2,United States
id7497,norwich,norfolk,2,United Kingdom
id7498,calgary,alberta,2,Canada
id7499,norridgewock,maine,4,United States
id7500,esher,england,9,United Kingdom
id7501,kenniwick,washington,3,United States
id7502,east moline,illinois,6,United States
id7503,roma,italy,9,Italy
id7504,singapore,Unknown,5,Singapore
id7505,brookside,new jersey,8,United States
id7506,rouse hill,new south wales,6,Australia
id7507,dahanu,maharashtra,3,India
id7508,charleston,west virginia,2,United States
id7509,saint paul,minnesota,5,United States
id7510,livingston,new jersey,8,United States
id7511,whittier,california,2,United States
id7512,corona,california,10,United States
id7513,indianapolis,indiana,7,United States
id7514,melbourne,victoria,4,Australia
id7515,livingston,new jersey,6,United States
id7516,makati city,luzon,4,Philippines
id7517,arlington,texas,10,United States
id7518,vancouver,british columbia,2,Canada
id7519,rome,new york,6,United States
id7520,charlottesville,virginia,8,United States
id7521,albuquerque,new mexico,1,United States
id7522,iowa city,iowa,1,United States
id7523,wanamassa,new jersey,8,United States
id7524,canyon country,california,5,United States
id7525,valencia,california,7,United States
id7526,shelton,washington,6,United States
id7527,clarkston,michigan,8,United States
id7528,las vegas,nevada,5,United States
id7529,portland,oregon,9,United States
id7530,houston,texas,4,United States
id7531,boston,massachusetts,3,United States
id7532,cape girardeau,missouri,8,United States
id7533,milwaukee,wisconsin,6,United States
id7534,windsor,ontario,4,Canada
id7535,chicago,illinois,5,United States
id7536,manhattan,kansas,10,United States
id7537,parry sound,ontario,8,Canada
id7538,nashville,tennessee,3,United States
id7539,west salem,wisconsin,2,United States
id7540,susquehanna,pennsylvania,6,United States
id7541,charleston,south carolina,9,United States
id7542,la verne,california,7,United States
id7543,san antonio,texas,3,United States
id7544,richmond,virginia,10,United States
id7545,dearborn,michigan,5,United States
id7546,el centro,california,5,United States
id7547,tularosa,new mexico,10,United States
id7548,washington,dc,6,United States
id7549,ottawa,ontario,5,Canada
id7550,dumas,arkansas,1,United States
id7551,portland,oregon,4,United States
id7552,greensboro,north carolina,10,United States
id7553,portland,oregon,10,United States
id7554,berkeley,california,4,United States
id7555,winter springs,florida,6,United States
id7556,savannah,georgia,8,United States
id7557,bonney lake,washington,4,United States
id7558,bourbonnais,illinois,4,United States
id7559,seattle,washington,4,United States
id7560,grinnell,iowa,4,United States
id7561,melbourne,victoria,8,Australia
id7562,sheffield,england,9,United Kingdom
id7563,humble,texas,7,United States
id7564,jefferson city,missouri,5,United States
id7565,red deer,alberta,3,Canada
id7566,bozeman,montana,2,United States
id7567,valentine,new south wales,10,Australia
id7568,issy les moulineaux,ile de france,8,France
id7569,hamburg,hamburg,5,Germany
id7570,mainz,rheinlandpfalz,7,Germany
id7571,singapore,alabama,4,Singapore
id7572,new york,new york,5,United States
id7573,moab,utah,6,United States
id7574,st augustine,florida,10,United States
id7575,cordoba,argentina,6,Argentina
id7576,london,england,5,United Kingdom
id7577,rosharon,texas,10,United States
id7578,sfgsdfg,calabria,3,Italy
id7579,hcm,hcm,3,Viet Nam
id7580,davis,california,10,United States
id7581,perryville,missouri,5,United States
id7582,saint louis,missouri,3,United States
id7583,watertown,south dakota,8,United States
id7584,brooklyn,new york,4,United States
id7585,fort worth,texas,3,United States
id7586,hanoi,hanoi,8,Viet Nam
id7587,england,england,9,United Kingdom
id7588,pomona,missouri,6,United States
id7589,firenze,toscana,4,Italy
id7590,presque isle,maine,6,United States
id7591,lynn haven,florida,1,United States
id7592,mansfield,pennsylvania,8,United States
id7593,karachi,sindh,10,Pakistan
id7594,kolkata,victoria,1,India
id7595,united states,california,7,United States
id7596,nykbing sjlland,Unknown,6,Denmark
id7597,angra heroismo,yukon territory,6,Portugal
id7598,teramo,abruzzo,5,Italy
id7599,port charlotte,florida,5,United States
id7600,oceanside,colorado,3,United States
id7601,burnaby,Unknown,10,Unknown
id7602,pulaski,virginia,8,United States
id7603,napoleonville,louisiana,8,United States
id7604,shrewsbury,pennsylvania,8,United States
id7605,adfdaf,australian capital territory,9,Albania
id7606,amsterdam,new york,8,United States
id7607,franksville,wisconsin,1,United States
id7608,franklin,tennessee,2,United States
id7609,springfield,illinois,4,United States
id7610,spokane,washington,3,United States
id7611,alexandria,alexandria,7,Egypt
id7612,lahore,punjab,10,Pakistan
id7613,grand rapids,michigan,5,United States
id7614,diemen,Unknown,7,Netherlands
id7615,gabes,gabes,10,Tunisia
id7616,cairo,connecticut,8,Egypt
id7617,terrassa,catalunya,2,Spain
id7618,gaia,douro litoral,6,Portugal
id7619,bern,prince edward island,4,Switzerland
id7620,andimeshk,khozestan,4,"Iran, Islamic Republic of"
id7621,parksville,british columbia,3,Canada
id7622,tiruchirapalli,Unknown,8,India
id7623,logroo,la rioja,2,Spain
id7624,zaragoza,aragn,1,Spain
id7625,adelaide,south australia,3,Australia
id7626,tashkent,uzbekistan,8,Uzbekistan
id7627,doha,doha,9,Qatar
id7628,milano,lombardia,10,Italy
id7629,kualalumpur,selangor,1,Malaysia
id7630,bologna,bologna,3,Italy
id7631,roseville,minnesota,6,United States
id7632,gassino torinese,piemonte,2,Italy
id7633,mnster,Unknown,9,Germany
id7634,miami beach,florida,6,United States
id7635,boston,massachusetts,3,United States
id7636,port hawkesbury,nova scotia,1,Canada
id7637,london,england,9,United Kingdom
id7638,hollywood,florida,5,United States
id7639,san francisco,california,9,United States
id7640,astoria,new york,10,United States
id7641,raqqa,raqqa,1,Syrian Arab Republic
id7642,north plainfield,new jersey,7,United States
id7643,tehran,tehran,4,"Iran, Islamic Republic of"
id7644,grande prairie,alberta,7,Canada
id7645,forest grove,oregon,1,United States
id7646,bielefeld,nordrheinwestfalen,3,Germany
id7647,knox,indiana,1,United States
id7648,manheim,pennsylvania,1,United States
id7649,elbert,colorado,10,United States
id7650,beijing,beijing,1,China
id7651,somerville,massachusetts,1,United States
id7652,madrid,madrid,8,Spain
id7653,valencia,Unknown,1,Spain
id7654,solbiate,lombardia,8,Italy
id7655,oak park,illinois,5,United States
id7656,ankara,Unknown,9,Unknown
id7657,montecassiano,marche,1,Italy
id7658,parede,lisboa,3,Portugal
id7659,fremont,california,10,United States
id7660,porto,Unknown,4,Portugal
id7661,providence,rhode island,4,United States
id7662,long beach,mississippi,8,United States
id7663,toronto,ontario,2,Canada
id7664,segovia,Unknown,2,Spain
id7665,salvador,bahia,10,Brazil
id7666,buenos aires,buenos aires,2,Argentina
id7667,amsterdam,noordholland,4,Netherlands
id7668,marseille,provence,3,France
id7669,graz,steiermark,2,Austria
id7670,pittsburgh,pennsylvania,6,United States
id7671,berlin,berlin,1,Germany
id7672,kiel,schleswigholstein,6,Germany
id7673,paris,Unknown,8,France
id7674,fort collins,colorado,10,United States
id7675,rochester,minnesota,3,United States
id7676,kln,nordrheinwestfalen,9,Germany
id7677,dsseldorf,nordrheinwestfalen,3,Germany
id7678,toronto,ontario,7,Canada
id7679,durham,north carolina,7,United States
id7680,singapore,singapore,8,Singapore
id7681,san diego,california,1,United States
id7682,washington dc,virginia,8,United States
id7683,scotch village,nova scotia,6,Canada
id7684,portland,oregon,10,United States
id7685,houston,texas,6,United States
id7686,grenoble,rhonealpes,6,France
id7687,garden city,michigan,2,United States
id7688,ottawa,ontario,8,Canada
id7689,cardiff,wales,10,United Kingdom
id7690,perth,western australia,1,Australia
id7691,kamloops,british columbia,4,Canada
id7692,san diego,california,4,United States
id7693,santa cruz,california,10,United States
id7694,interlachen,florida,8,United States
id7695,slippery rock,pennsylvania,6,United States
id7696,bristol,wales,5,United Kingdom
id7697,ottawa,ontario,9,Canada
id7698,monroe,north carolina,8,United States
id7699,feilding,manawatu,4,New Zealand
id7700,chattanooga,tennessee,1,United States
id7701,jasper,georgia,6,United States
id7702,simcoe,ontario,1,Canada
id7703,ny,new york,8,United States
id7704,zweibrcken,rheinlandpfalz,7,Germany
id7705,high prairie,alberta,3,Canada
id7706,vigo,galicia,10,Spain
id7707,alicante,alicante,1,Spain
id7708,linkping,stergtland,7,Sweden
id7709,gurgaon,Unknown,4,India
id7710,gurgaon,haryana,4,India
id7711,nasik,maharashtra,3,India
id7712,kannur,kerala,6,India
id7713,ernakulam,kerala,6,India
id7714,jeddah,jeddah,9,Saudi Arabia
id7715,calcutta,west bengal,6,India
id7716,varanasi,uttar pradesh,8,India
id7717,pune,pune,2,India
id7718,solapur,maine,8,India
id7719,london,abruzzo,3,Italy
id7720,baton rouge,louisiana,7,United States
id7721,yabulu,queensland,1,Australia
id7722,oregon city,oregon,4,United States
id7723,edgewood,maryland,1,United States
id7724,banda aceh,nad,6,Indonesia
id7725,smyrna,georgia,6,United States
id7726,union,illinois,3,United States
id7727,atlanta,georgia,7,United States
id7728,stevens point,wisconsin,3,United States
id7729,lahore,isl,10,Pakistan
id7730,montemoronovo,alberta,5,Romania
id7731,beacon hill,new south wales,1,Australia
id7732,paris,Unknown,6,France
id7733,lake oswego,oregon,10,United States
id7734,london,greater london,2,United Kingdom
id7735,ottawa,kansas,1,United States
id7736,alexandria,virginia,1,United States
id7737,indianapolis,indiana,9,United States
id7738,alphen aan den rijn,zuid holland,2,Netherlands
id7739,windsor,ontario,10,Canada
id7740,montreal,quebec,7,Canada
id7741,palo alto,california,7,United States
id7742,norwich,england,5,United Kingdom
id7743,georgetown,Unknown,6,Malaysia
id7744,mountain view,california,8,United States
id7745,mount joy,pennsylvania,5,United States
id7746,pascagoula,mississippi,3,United States
id7747,south milwaukee,wisconsin,4,United States
id7748,asti,piemonte,7,Italy
id7749,los angeles,california,7,United States
id7750,san antonio,texas,1,United States
id7751,duluth,minnesota,9,United States
id7752,roanoke,virginia,9,United States
id7753,piracicaba,so paulo,8,Brazil
id7754,oxford,england,2,United Kingdom
id7755,pratteln,baselland,2,Switzerland
id7756,abingdon,Unknown,6,United Kingdom
id7757,austin,texas,3,United States
id7758,northport,alabama,10,United States
id7759,mexico,df,9,Mexico
id7760,spring hill,florida,3,United States
id7761,lanham,maryland,2,United States
id7762,mississauga,ontario,5,Canada
id7763,washington dc,dc,5,United States
id7764,atascadero,california,7,United States
id7765,longwood,florida,2,United States
id7766,columbia falls,montana,3,United States
id7767,jamestown,california,6,United States
id7768,aveiro,aveiro,6,Portugal
id7769,eatontown,new jersey,5,United States
id7770,lisboa,Unknown,3,Portugal
id7771,welsh,louisiana,7,United States
id7772,stadolphe,manitoba,6,Canada
id7773,albuquerque,new mexico,1,United States
id7774,lansdale,pennsylvania,1,United States
id7775,bangalore,karnataka,10,India
id7776,timaru,south canterbury,8,New Zealand
id7777,berlin,berlin,9,Germany
id7778,cortland,new york,7,United States
id7779,trebur,hessen,8,Germany
id7780,albuquerque,new mexico,1,United States
id7781,murrells inlet,south carolina,7,United States
id7782,oakdale,minnesota,2,United States
id7783,new canaan,connecticut,7,United States
id7784,novinger,missouri,2,United States
id7785,st paul,minnesota,5,United States
